"att1";"date";"quarter";"department";"day";"team";"targeted_productivity";"smv";"wip";"over_time";"hsu";"incentive";"idle_time";"idle_men";"no_of_style_change";"no_of_workers";"work_cond_f1";"work_cond_f2";"work_cond_f3";"work_cond_f4";"work_cond_f5";"actual_productivity"
644;2/4/15 12:00 AM;"Quarter1";"finishing";"Wednesday";9;0.75;3.94;1186.417033773862;960.0;4.4;0.0;0.0;0.0;0.0;8.0;0.12228725925271478;59.73250562889005;916.7233684594405;59.85479288814277;916.8456557186933;0.755166667
645;2/17/15 12:00 AM;"Quarter3";"finishing";"Tuesday";10;0.8;3.94;1186.417033773862;960.0;7.28;0.0;0.0;0.0;0.0;8.0;0.25236874401211973;38.67507765286189;897.9627535935289;38.927446396874004;898.215122337541;0.9275416670000001
646;1/24/15 12:00 AM;"Quarter4";"finishing ";"Saturday";4;0.75;4.3;1186.417033773862;2160.0;0.92;0.0;0.0;0.0;0.0;12.0;0.6567777271487287;32.820714952840135;805.4999537305076;33.47749267998886;806.1567314576564;0.651515152
647;1/20/15 12:00 AM;"Quarter3";"finishing ";"Tuesday";5;0.7;4.15;1186.417033773862;1440.0;6.32;0.0;0.0;0.0;0.0;8.0;0.3202488996982896;64.05361196765054;896.3741515127354;64.37386086734882;896.6944004124337;1.033570076
648;1/15/15 12:00 AM;"Quarter3";"finishing ";"Thursday";5;0.65;4.15;1186.417033773862;1440.0;3.38;0.0;0.0;0.0;0.0;8.0;0.4737538189604559;58.57867908419904;901.4130418912105;59.05243290315949;901.8867957101709;0.8606534090000001
649;1/12/15 12:00 AM;"Quarter2";"sweing";"Monday";11;0.65;12.52;1004.0;9540.0;4.46;44.0;0.0;0.0;0.0;53.0;0.9743069577572935;29.271065699822227;881.2363775165924;30.24537265757952;882.2106844743497;0.64998056
650;1/31/15 12:00 AM;"Quarter5";"finishing ";"Saturday";3;0.8;3.94;1186.417033773862;960.0;3.54;0.0;0.0;0.0;0.0;8.0;0.019671527453693716;37.59658443640173;901.6507422181032;37.61625596385542;901.670413745557;0.971866667
651;1/24/15 12:00 AM;"Quarter4";"sweing";"Saturday";2;0.75;22.94;1606.0;10260.0;3.42;94.0;0.0;0.0;0.0;57.0;0.77299120258435;57.49807757788639;905.0137098571951;58.27106878047074;905.7867010597794;0.90064806
652;3/8/15 12:00 AM;"Quarter2";"sweing";"Sunday";1;0.75;26.82;1254.0;6960.0;7.16;65.0;0.0;0.0;0.0;58.0;0.5654942363535148;55.788723909170834;938.0399215108523;56.35421814552435;938.6054157472058;0.85007069
653;1/15/15 12:00 AM;"Quarter3";"sweing";"Thursday";3;0.5;22.52;1102.0;10170.0;4.41;30.0;0.0;0.0;0.0;56.5;0.314339412051877;32.55440433173928;878.7446037508465;32.86874374379116;879.0589431628983;0.660683293
654;1/8/15 12:00 AM;"Quarter2";"finishing ";"Thursday";3;0.75;4.15;1186.417033773862;2160.0;2.85;0.0;0.0;0.0;0.0;12.0;0.9147645720093286;33.92717771105838;884.0002704347702;34.8419422830677;884.9150350067795;0.712626263
655;3/10/15 12:00 AM;"Quarter2";"finishing";"Tuesday";3;0.8;4.6;1186.417033773862;1440.0;4.6;0.0;0.0;0.0;0.0;12.0;0.04742531853162091;36.13985761286889;898.5267713730326;36.18728293140051;898.5741966915642;0.894444444
656;1/31/15 12:00 AM;"Quarter5";"finishing ";"Saturday";13;0.75;4.08;1186.417033773862;1080.0;7.19;0.0;0.0;0.0;0.0;9.0;0.5263403801318149;49.1108786361355;881.1002598266201;49.637219016267316;881.626600206752;0.999999
657;2/26/15 12:00 AM;"Quarter4";"finishing";"Thursday";14;0.5;3.94;1186.417033773862;3360.0;7.37;0.0;0.0;0.0;0.0;8.0;0.4884294246140004;43.57984791313076;848.7501425721384;44.06827733774476;849.2385719967524;0.1922118055
658;1/28/15 12:00 AM;"Quarter4";"sweing";"Wednesday";3;0.8;22.52;1350.0;6840.0;11.49;113.0;0.0;0.0;0.0;57.0;0.058470892697560006;67.01075700660277;890.2163733154784;67.06922789930033;890.274844208176;1.000230409
659;1/24/15 12:00 AM;"Quarter4";"finishing ";"Saturday";14;0.7;3.94;1186.417033773862;1440.0;6.3;0.0;0.0;0.0;0.0;8.0;0.026770462829809993;28.152817419551077;872.6918747495101;28.179587882380886;872.71864521234;0.1445785985
660;2/24/15 12:00 AM;"Quarter4";"sweing";"Tuesday";10;0.7;21.25;1834.0;6360.0;2.73;0.0;0.0;0.0;1.0;53.0;0.1834901705309776;43.44475767441039;843.9387724038827;43.62824784494137;844.1222625744136;0.471108491
661;1/13/15 12:00 AM;"Quarter2";"sweing";"Tuesday";1;0.8;26.16;1073.0;10620.0;8.24;75.0;0.0;0.0;0.0;59.0;0.3030001892490204;58.61649639363068;929.512145221196;58.9194965828797;929.815145410445;0.850502311
662;3/1/15 12:00 AM;"Quarter1";"sweing";"Sunday";3;0.75;29.4;1143.0;6840.0;2.05;45.0;0.0;0.0;0.0;357.0;0.4634983739402364;32.927772481153994;840.9382433637925;33.39127085509423;841.4017417377327;0.750473684
663;3/5/15 12:00 AM;"Quarter1";"sweing";"Thursday";2;0.6;15.28;529.0;1320.0;0.14;0.0;0.0;0.0;1.0;46.0;0.06689939612614426;43.194062488373085;846.9340020056513;43.26096188449923;847.0009014017775;0.600099145
664;3/11/15 12:00 AM;"Quarter2";"finishing";"Wednesday";4;0.75;3.94;1186.417033773862;1920.0;8.5;0.0;0.0;0.0;0.0;8.0;0.7088925479483962;42.55425453896932;855.3326000217226;43.26314708691771;856.0414925696709;0.8133090279999999
665;2/17/15 12:00 AM;"Quarter3";"sweing";"Tuesday";13;0.8;15.26;1133.0;4080.0;3.3;38.0;0.0;0.0;0.0;34.0;0.02297728644971353;32.89815980226551;923.3798277750782;32.92113708871523;923.4028050615279;0.999999
666;1/18/15 12:00 AM;"Quarter3";"sweing";"Sunday";14;0.8;49.1;1381.0;10350.0;1.98;24.0;0.0;0.0;0.0;57.5;0.9227524886872278;31.59778479224186;885.9276075999014;32.52053728092909;886.8503600885887;0.10081054025
667;2/23/15 12:00 AM;"Quarter4";"sweing";"Monday";10;0.7;21.25;1583.0;6000.0;7.62;0.0;0.0;0.0;1.0;50.0;0.19274001962926401;52.266484287735736;932.5083985753338;52.459224307365;932.701138594963;0.417916667
668;2/25/15 12:00 AM;"Quarter4";"sweing";"Wednesday";9;0.75;18.79;1085.0;6240.0;5.59;56.0;0.0;0.0;1.0;52.0;0.13139591734774658;37.29677296931465;906.9801220468577;37.4281688866624;907.1115179642054;0.970816667
669;1/25/15 12:00 AM;"Quarter4";"finishing ";"Sunday";5;0.7;4.15;1186.417033773862;3060.0;2.73;0.0;0.0;0.0;0.0;17.0;0.37154479368585624;27.081764032167644;807.1025213679435;27.4533088258535;807.4740661616294;0.9737967909999999
670;2/10/15 12:00 AM;"Quarter2";"sweing";"Tuesday";7;0.5;30.1;1025.0;6960.0;3.35;23.0;0.0;0.0;1.0;58.0;0.6010109122433337;64.39365899271672;971.3871132897118;64.99466990496006;971.9881242019551;0.500801724
671;1/24/15 12:00 AM;"Quarter4";"finishing ";"Saturday";2;0.75;3.94;1186.417033773862;1440.0;5.17;0.0;0.0;0.0;0.0;8.0;0.22140814382537966;30.450493399363104;879.3334457862792;30.671901543188483;879.5548539301045;0.578314394
672;1/3/15 12:00 AM;"Quarter1";"finishing ";"Saturday";10;0.7;4.15;1186.417033773862;960.0;5.03;0.0;0.0;0.0;0.0;8.0;0.7105824195643241;49.57402619917795;861.9485055007056;50.284608618742276;862.6590879202698;0.7018125
673;1/5/15 12:00 AM;"Quarter1";"sweing";"Monday";14;0.8;26.16;1138.0;7080.0;1.23;63.0;0.0;0.0;0.0;59.0;0.7314934313819134;34.80882379952942;922.0789055092325;35.540317230911334;922.8103989406144;0.20007966100000002
674;2/18/15 12:00 AM;"Quarter3";"finishing";"Wednesday";12;0.8;5.13;1186.417033773862;1200.0;5.03;0.0;0.0;0.0;0.0;10.0;0.7688903190441755;45.33998646998731;877.3503281524988;46.108876789031484;878.119218471543;0.9918
675;2/26/15 12:00 AM;"Quarter4";"sweing";"Thursday";13;0.8;15.26;1065.0;4080.0;0.9;63.0;0.0;0.0;0.0;34.0;0.5661570321985016;45.841115336346874;855.8457685007822;46.40727236854538;856.4119255329807;0.999999
676;3/4/15 12:00 AM;"Quarter1";"sweing";"Wednesday";2;0.5;15.28;261.0;5520.0;3.56;0.0;0.0;0.0;1.0;46.0;0.07823915278456195;35.222785011139614;892.0121231978881;35.301024163924176;892.0903623506726;0.40414492799999996
677;2/7/15 12:00 AM;"Quarter1";"sweing";"Saturday";7;0.7;24.26;658.0;6960.0;1.77;0.0;270.0;45.0;0.0;58.0;0.1629576597174306;42.25028219141146;822.0311751754347;42.413239851128886;822.1941328351521;0.662270115
678;1/11/15 12:00 AM;"Quarter2";"sweing";"Sunday";1;0.8;26.16;1383.0;10620.0;2.9;75.0;0.0;0.0;0.0;59.0;0.005462720517132036;62.30554712804353;903.3531095534831;62.31100984856066;903.3585722740003;0.850502311
679;3/9/15 12:00 AM;"Quarter2";"sweing";"Monday";10;0.7;21.82;1576.0;6000.0;5.19;30.0;0.0;0.0;0.0;50.0;0.5942302450846958;63.170338938028564;903.9894652793447;63.76456918311326;904.5836955244293;0.700422
680;2/3/15 12:00 AM;"Quarter1";"finishing ";"Tuesday";14;0.8;3.94;1186.417033773862;1200.0;7.07;0.0;0.0;0.0;0.0;10.0;0.32947307687727323;48.46423298666114;892.6701922785351;48.79370606353841;892.9996653554124;0.2487125
681;2/5/15 12:00 AM;"Quarter1";"finishing";"Thursday";14;0.8;3.94;1186.417033773862;2640.0;0.0;0.0;0.0;0.0;0.0;22.0;0.6149243087077388;47.77570858530894;993.4783838692581;48.39063289401668;994.0933081779658;0.24998106050000002
682;2/4/15 12:00 AM;"Quarter1";"sweing";"Wednesday";14;0.8;22.52;1263.0;6900.0;5.71;100.0;0.0;0.0;0.0;57.5;0.16186085266672412;30.369210880857878;901.2899500467055;30.531071733524602;901.4518108993722;0.262570145
683;3/7/15 12:00 AM;"Quarter1";"sweing";"Saturday";4;0.7;26.82;1195.0;6960.0;5.81;60.0;0.0;0.0;0.0;58.0;0.04165182772471421;38.682717474042384;866.3144563648428;38.7243693017671;866.3561081925676;0.800746552
684;1/28/15 12:00 AM;"Quarter4";"sweing";"Wednesday";5;0.6;20.79;1045.0;6960.0;7.85;88.0;0.0;0.0;0.0;58.0;0.6873248635628039;47.10087093062825;854.6004041423756;47.788195794191054;855.2877290059384;0.800534483
685;3/8/15 12:00 AM;"Quarter2";"sweing";"Sunday";2;0.7;16.1;928.0;4800.0;9.41;30.0;0.0;0.0;1.0;45.0;0.06759268635957649;56.922899661851964;884.9711864893965;56.99049234821154;885.0387791757561;0.700106061
686;1/15/15 12:00 AM;"Quarter3";"finishing ";"Thursday";1;0.8;3.94;1186.417033773862;1440.0;9.15;0.0;0.0;0.0;0.0;8.0;0.25433290657013097;56.2997404328998;863.9974531149402;56.55407333946994;864.2517860215103;0.8842613640000001
687;2/25/15 12:00 AM;"Quarter4";"finishing";"Wednesday";9;0.7;2.9;1186.417033773862;960.0;3.99;0.0;0.0;0.0;0.0;8.0;0.008451404345227731;62.27970700491865;942.301153768817;62.28815840926388;942.3096051731623;0.41083333299999997
688;2/22/15 12:00 AM;"Quarter4";"finishing";"Sunday";1;0.8;3.94;1186.417033773862;2880.0;5.56;0.0;0.0;0.0;0.0;12.0;0.14960016056219305;73.28607286457066;922.9328432979289;73.43567302513284;923.0824434584911;0.727349537
689;1/27/15 12:00 AM;"Quarter4";"sweing";"Tuesday";13;0.7;15.26;1462.0;4080.0;0.43;40.0;0.0;0.0;0.0;34.0;0.7262248575289825;44.122475348060384;886.4392128160026;44.84870020558937;887.1654376735316;0.999999
690;1/10/15 12:00 AM;"Quarter2";"sweing";"Saturday";3;0.75;19.87;1075.0;7080.0;11.9;45.0;0.0;0.0;0.0;56.0;0.07304931126700287;47.99853426612425;874.7720834457048;48.07158357739126;874.8451327569718;0.7500983509999999
691;1/25/15 12:00 AM;"Quarter4";"sweing";"Sunday";12;0.7;15.26;1296.0;6120.0;2.37;40.0;0.0;0.0;0.0;34.0;0.6206648511421249;75.13966043887369;934.742410662503;75.76032529001581;935.3630755136451;0.70043672
692;1/29/15 12:00 AM;"Quarter5";"sweing";"Thursday";2;0.8;22.52;1416.0;6840.0;1.93;113.0;0.0;0.0;0.0;357.0;0.5493767442766608;66.48504135408967;856.0793157290768;67.03441809836633;856.6286924733535;1.000230409
693;1/29/15 12:00 AM;"Quarter5";"finishing ";"Thursday";2;0.8;3.94;1186.417033773862;1200.0;5.67;0.0;0.0;0.0;0.0;10.0;0.3438170538527383;45.84826714150552;854.0931915379133;46.192084195358255;854.437008591766;0.773333333
694;2/11/15 12:00 AM;"Quarter2";"sweing";"Wednesday";3;0.8;22.52;11.0;6840.0;4.33;0.0;0.0;0.0;1.0;57.0;0.35551575587664697;35.75237355589731;882.5355920683897;36.10788931177395;882.8911078242664;0.536901754
695;2/3/15 12:00 AM;"Quarter1";"finishing ";"Tuesday";1;0.8;3.94;1186.417033773862;1200.0;7.07;0.0;0.0;0.0;0.0;10.0;0.32947307687727323;48.46423298666114;892.6701922785351;48.79370606353841;892.9996653554124;0.99485
696;1/21/15 12:00 AM;"Quarter3";"sweing";"Wednesday";8;0.8;25.9;562.0;7470.0;5.6;38.0;0.0;0.0;0.0;56.5;0.1988567782389281;55.213921187318704;845.4137870399652;55.41277796555763;845.6126438182041;0.800436542
697;2/22/15 12:00 AM;"Quarter4";"sweing";"Sunday";11;0.75;11.41;834.0;3480.0;4.67;0.0;0.0;0.0;2.0;58.0;0.6359675217424318;38.00455680403877;854.0512158560512;38.6405243257812;854.6871833777936;0.672140805
698;1/4/15 12:00 AM;"Quarter1";"finishing ";"Sunday";9;0.8;3.94;1186.417033773862;960.0;4.56;0.0;0.0;0.0;0.0;8.0;0.8800616529226961;42.910203934984594;819.2793804931315;43.79026558790729;820.1594421460542;0.9316458329999999
699;3/1/15 12:00 AM;"Quarter1";"sweing";"Sunday";9;0.75;18.79;895.0;6240.0;0.8;34.0;0.0;0.0;0.0;52.0;0.3039722412971071;42.37378748418744;956.5476924999965;42.67775972548455;956.8516647412936;0.750395513
700;3/8/15 12:00 AM;"Quarter2";"sweing";"Sunday";14;0.75;26.82;1254.0;6960.0;7.16;65.0;0.0;0.0;0.0;58.0;0.5654942363535148;55.788723909170834;938.0399215108523;56.35421814552435;938.6054157472058;0.2125176725
701;1/10/15 12:00 AM;"Quarter2";"sweing";"Saturday";14;0.8;28.08;749.0;10350.0;5.26;63.0;0.0;0.0;0.0;357.5;0.025927383977200624;38.035996428273464;892.7170422452485;38.06192381225066;892.7429696292257;0.2001486165
702;2/1/15 12:00 AM;"Quarter1";"sweing";"Sunday";12;0.75;15.26;1276.0;1440.0;7.79;45.0;0.0;0.0;0.0;35.0;0.08098374577520862;75.62859191430601;858.608566939989;75.70957566008123;858.6895506857643;0.750450658
703;3/10/15 12:00 AM;"Quarter2";"finishing";"Tuesday";12;0.8;4.6;1186.417033773862;1080.0;3.72;0.0;0.0;0.0;0.0;9.0;0.3878146573326722;48.24103214700732;837.3973851461358;48.628846804339986;837.7851998034685;0.92
704;2/4/15 12:00 AM;"Quarter1";"finishing ";"Wednesday";12;0.8;4.08;1186.417033773862;1080.0;10.64;0.0;0.0;0.0;0.0;9.0;0.29583751166660766;34.686191681948024;858.6114064865051;34.98202919361463;858.9072439981717;0.687555556
705;1/25/15 12:00 AM;"Quarter4";"finishing ";"Sunday";1;0.7;3.94;1186.417033773862;1440.0;7.79;0.0;0.0;0.0;0.0;8.0;0.26253664605368576;38.84810569058214;894.0891884575602;39.11064233663582;894.351725103614;0.970075758
706;1/26/15 12:00 AM;"Quarter4";"finishing ";"Monday";2;0.75;3.94;1186.417033773862;1800.0;5.49;0.0;0.0;0.0;0.0;10.0;0.23488635873621166;67.15767449453477;817.4261365607094;67.39256085327098;817.6610229194456;0.9103787879999999
707;1/31/15 12:00 AM;"Quarter5";"finishing ";"Saturday";14;0.75;3.94;1186.417033773862;1800.0;6.69;0.0;0.0;0.0;0.0;15.0;0.5961887318072185;45.01048138233005;888.9344152078108;45.606670114137266;889.5306039396181;0.24296666675
708;1/5/15 12:00 AM;"Quarter1";"finishing ";"Monday";5;0.6;2.9;1186.417033773862;960.0;7.37;0.0;0.0;0.0;0.0;8.0;0.42946399287899595;59.42004491136046;886.5991035818065;59.84950890423946;887.0285675746856;0.759270833
709;1/22/15 12:00 AM;"Quarter4";"sweing";"Thursday";14;0.7;22.94;1510.0;10620.0;6.13;60.0;0.0;0.0;0.0;57.0;0.7790391373764848;18.742599133072368;845.1168693335753;19.521638270448854;845.8959084709518;0.20007569774999998
710;1/28/15 12:00 AM;"Quarter4";"finishing ";"Wednesday";8;0.65;4.15;1186.417033773862;960.0;4.71;0.0;0.0;0.0;0.0;8.0;0.2381669424336904;61.99197911848401;880.9564364072002;62.230146060917704;881.1946033496339;0.553333333
711;2/22/15 12:00 AM;"Quarter4";"finishing";"Sunday";7;0.7;5.13;1186.417033773862;960.0;4.23;0.0;0.0;0.0;0.0;8.0;0.02978496935039121;28.93792616561485;890.1478384369253;28.967711134965242;890.1776234062758;0.283958333
712;1/6/15 12:00 AM;"Quarter1";"finishing ";"Tuesday";3;0.75;4.15;1186.417033773862;1800.0;3.17;0.0;0.0;0.0;0.0;10.0;0.9864767364687057;44.22675847384011;824.6337386964356;45.21323521030881;825.6202154329043;0.899166667
713;3/2/15 12:00 AM;"Quarter1";"finishing";"Monday";9;0.75;2.9;1186.417033773862;1200.0;7.25;0.0;0.0;0.0;0.0;10.0;0.9917568888432577;54.82158663941776;884.8563973123258;55.813343528261015;885.8481542011691;0.8004
714;2/25/15 12:00 AM;"Quarter4";"sweing";"Wednesday";7;0.8;30.1;786.0;7080.0;4.02;50.0;0.0;0.0;2.0;59.0;0.1737456407261586;66.42486655942784;900.4135004460228;66.598612200154;900.5872460867489;0.8001158190000001
715;1/11/15 12:00 AM;"Quarter2";"finishing ";"Sunday";4;0.8;3.94;1186.417033773862;3600.0;6.52;0.0;0.0;0.0;0.0;20.0;0.25265344115121424;49.28363048826773;863.2353771200183;49.53628392941895;863.4880305611695;0.9256439390000001
716;1/21/15 12:00 AM;"Quarter3";"finishing ";"Wednesday";1;0.65;3.94;1186.417033773862;2400.0;3.1;0.0;0.0;0.0;0.0;8.0;0.0784645526827431;44.53373111108763;864.4452889520569;44.61219566377038;864.5237535047396;0.505128205
717;2/17/15 12:00 AM;"Quarter3";"sweing";"Tuesday";2;0.5;30.33;838.0;6720.0;3.87;0.0;0.0;0.0;1.0;56.0;0.6046585677220909;45.633996738002125;881.2415998172463;46.238655305724215;881.8462583849685;0.361071429
718;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";10;0.7;21.82;1313.0;5040.0;3.17;30.0;0.0;0.0;0.0;51.0;0.7390555465145999;28.16032348580242;911.3386707649578;28.899379032317018;912.0777263114724;0.699984417
719;1/12/15 12:00 AM;"Quarter2";"finishing ";"Monday";8;0.8;2.9;1186.417033773862;1440.0;7.3;0.0;0.0;0.0;0.0;8.0;0.09895380202482429;64.8050225177469;873.5249203122087;64.90397631977173;873.6238741142336;0.725
720;1/1/15 12:00 AM;"Quarter1";"sweing";"Thursday";6;0.8;25.9;1170.0;1920.0;2.96;50.0;0.0;0.0;0.0;56.0;0.9267198852924061;52.49647620089417;878.3228146916094;53.42319608618658;879.2495345769019;0.8003819440000001
721;1/17/15 12:00 AM;"Quarter3";"sweing";"Saturday";8;0.8;25.9;1292.0;10170.0;1.5;50.0;0.0;0.0;0.0;56.5;0.37693392019708305;46.892345964685866;936.8854716371633;47.26927988488295;937.2624055573604;0.800128721
722;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";11;0.8;11.41;601.0;0.0;6.92;50.0;0.0;0.0;0.0;56.0;0.16996988663664725;71.58404350250099;894.6161605152718;71.75401338913764;894.7861304019084;0.8007017540000001
723;1/19/15 12:00 AM;"Quarter3";"sweing";"Monday";9;0.8;26.16;1196.0;10620.0;7.95;63.0;0.0;0.0;0.0;59.0;0.019043200778847025;57.00206481528144;906.433997908733;57.02110801606029;906.4530411095118;0.8001171029999999
724;3/4/15 12:00 AM;"Quarter1";"finishing";"Wednesday";2;0.5;3.9;1186.417033773862;960.0;10.16;0.0;0.0;0.0;0.0;8.0;0.49095553214387677;52.47143613723252;927.7052713243409;52.9623916693764;928.1962268564847;0.5403125
725;1/18/15 12:00 AM;"Quarter3";"sweing";"Sunday";9;0.8;26.16;1381.0;3660.0;3.82;50.0;0.0;0.0;0.0;59.0;0.6853368267555667;57.58073822212785;907.4970292893413;58.266075048883415;908.1823661160969;0.8000150090000001
726;2/15/15 12:00 AM;"Quarter3";"sweing";"Sunday";14;0.8;22.52;12.0;6900.0;5.56;0.0;0.0;0.0;0.0;57.5;0.261577682062458;12.38631340160854;833.4011429522232;12.647891083670999;833.6627206342856;0.10803072475
727;3/10/15 12:00 AM;"Quarter2";"sweing";"Tuesday";11;0.8;11.41;338.0;3420.0;5.76;50.0;0.0;0.0;0.0;58.0;0.056713551084167535;31.45777823428145;879.0361812688689;31.514491785365617;879.092894819953;0.800034503
728;1/7/15 12:00 AM;"Quarter1";"sweing";"Wednesday";5;0.7;21.98;413.0;9720.0;0.44;40.0;0.0;0.0;0.0;58.0;0.06664639822904883;31.357349187156963;842.7463376852038;31.423995585386013;842.8129840834329;0.7004808309999999
729;1/7/15 12:00 AM;"Quarter1";"finishing ";"Wednesday";3;0.75;4.15;1186.417033773862;2700.0;2.97;0.0;0.0;0.0;0.0;15.0;0.06640377001957165;41.21497582591336;908.2844269734293;41.28137959593293;908.3508307434488;0.83
730;1/19/15 12:00 AM;"Quarter3";"sweing";"Monday";7;0.8;48.84;1040.0;10260.0;6.12;30.0;0.0;0.0;0.0;57.0;0.38620658757916504;76.1797326206973;924.9476810799364;76.56593920827646;925.3338876675156;0.576460393
731;3/2/15 12:00 AM;"Quarter1";"finishing";"Monday";14;0.7;3.9;1186.417033773862;1200.0;5.13;0.0;0.0;0.0;0.0;10.0;0.4464732938790804;50.20310962810261;889.3439341215665;50.64958292198169;889.7904074154455;0.2322125
732;2/7/15 12:00 AM;"Quarter1";"sweing";"Saturday";8;0.7;24.26;652.0;6840.0;3.26;0.0;300.0;37.0;0.0;57.0;0.6923512057054704;61.39909739156302;914.3420248787075;62.09144859726849;915.034376084413;0.36531871299999996
733;1/8/15 12:00 AM;"Quarter2";"sweing";"Thursday";11;0.35;12.52;287.0;25920.0;7.57;38.0;0.0;0.0;0.0;54.0;0.5907450724653537;55.53539068271182;944.9128975379108;56.126135755177174;945.5036426103761;0.349951389
734;2/16/15 12:00 AM;"Quarter3";"sweing";"Monday";4;0.75;30.1;912.0;7020.0;7.36;0.0;0.0;0.0;1.0;58.0;0.9290318803794381;33.053273242520234;912.3921558583679;33.982305122899675;913.3211877387473;0.750356125
735;2/23/15 12:00 AM;"Quarter4";"sweing";"Monday";2;0.7;30.33;577.0;2160.0;5.69;30.0;0.0;0.0;1.0;58.0;0.899624873712446;38.546740034171854;861.8621238797945;39.4463649078843;862.7617487535069;0.700623
736;2/25/15 12:00 AM;"Quarter4";"sweing";"Wednesday";12;0.8;15.26;1053.0;4080.0;6.23;50.0;0.0;0.0;0.0;34.0;0.11192467879212209;57.591880414432126;896.8535510504994;57.70380509322425;896.9654757292915;0.8004019609999999
737;1/7/15 12:00 AM;"Quarter1";"finishing ";"Wednesday";10;0.75;3.94;1186.417033773862;1440.0;6.99;0.0;0.0;0.0;0.0;8.0;0.03308822743101891;47.08762769386098;898.2620658185948;47.120715921291996;898.2951540460258;0.805909091
738;1/5/15 12:00 AM;"Quarter1";"sweing";"Monday";5;0.6;21.98;666.0;6960.0;2.42;23.0;0.0;0.0;0.0;58.0;0.18768938806076518;48.3684509178992;865.3628855856809;48.55614030595997;865.5505749737417;0.6000287360000001
739;1/17/15 12:00 AM;"Quarter3";"finishing ";"Saturday";7;0.8;2.9;1186.417033773862;1440.0;2.64;0.0;0.0;0.0;0.0;8.0;0.11220663994998403;60.18042141117107;898.1405843803882;60.29262805112105;898.2527910203381;0.661837121
740;3/7/15 12:00 AM;"Quarter1";"sweing";"Saturday";5;0.7;27.48;541.0;6960.0;2.24;24.0;0.0;0.0;1.0;58.0;0.9691315923712173;33.031923039835235;869.1388373456082;34.001054632206454;870.1079689379794;0.408960345
741;2/26/15 12:00 AM;"Quarter4";"sweing";"Thursday";12;0.8;15.26;1065.0;4080.0;0.9;63.0;0.0;0.0;0.0;34.0;0.5661570321985016;45.841115336346874;855.8457685007822;46.40727236854538;856.4119255329807;0.8004019609999999
742;2/4/15 12:00 AM;"Quarter1";"sweing";"Wednesday";8;0.7;29.12;1248.0;6840.0;2.88;0.0;0.0;0.0;0.0;57.0;0.714974544080074;40.08632621703339;825.8820254502024;40.80130076111346;826.5969999942824;0.700135088
743;2/12/15 12:00 AM;"Quarter2";"sweing";"Thursday";5;0.75;30.1;610.0;7080.0;8.95;56.0;0.0;0.0;0.0;59.0;0.3868943381817206;82.15287055872318;892.4915709411416;82.5397648969049;892.8784652793233;0.750799435
744;3/5/15 12:00 AM;"Quarter1";"finishing";"Thursday";13;0.8;4.6;1186.417033773862;1080.0;3.82;0.0;0.0;0.0;0.0;9.0;0.7498069432507444;31.50766906378867;826.3050407767065;32.257476007039415;827.0548477199573;0.999999
745;3/7/15 12:00 AM;"Quarter1";"sweing";"Saturday";1;0.7;26.82;1267.0;8160.0;3.36;70.0;0.0;0.0;0.0;58.0;0.6749206498244869;26.22783459539662;872.3044106973961;26.902755245221105;872.9793313472205;0.850045
746;2/24/15 12:00 AM;"Quarter4";"sweing";"Tuesday";6;0.75;18.79;913.0;3360.0;5.01;45.0;0.0;0.0;0.0;33.0;0.9205072048395498;44.75226195658833;890.2878715020324;45.67276916142788;891.2083787068719;0.75065101
747;1/17/15 12:00 AM;"Quarter3";"finishing ";"Saturday";5;0.65;4.15;1186.417033773862;2700.0;5.02;0.0;0.0;0.0;0.0;15.0;0.9901071820480986;47.17963608697244;886.3345063430959;48.169743269020536;887.324613525144;0.98719697
748;3/3/15 12:00 AM;"Quarter1";"sweing";"Tuesday";13;0.8;15.26;983.0;4080.0;3.1;50.0;0.0;0.0;0.0;34.0;0.7454361480742404;53.93587158384896;895.6323684330695;54.6813077319232;896.3778045811437;0.999999
749;1/27/15 12:00 AM;"Quarter4";"sweing";"Tuesday";1;0.75;22.94;1871.0;6960.0;1.46;55.0;0.0;0.0;0.0;58.0;0.2783987985106071;68.4798352236934;891.0070708287856;68.75823402220401;891.2854696272962;0.800263218
750;1/22/15 12:00 AM;"Quarter4";"sweing";"Thursday";13;0.6;15.26;1492.0;6960.0;5.94;23.0;0.0;0.0;0.0;34.0;0.2544720966845786;62.88690680984182;877.3108569887096;63.1413789065264;877.5653290853942;0.999999
751;2/1/15 12:00 AM;"Quarter1";"finishing ";"Sunday";7;0.7;3.94;1186.417033773862;2160.0;6.77;0.0;0.0;0.0;0.0;18.0;0.41112467647765927;44.8834091494125;921.7016462567717;45.29453382589016;922.1127709332494;0.892194444
752;1/6/15 12:00 AM;"Quarter1";"sweing";"Tuesday";1;0.8;26.16;1187.0;10620.0;5.94;75.0;0.0;0.0;0.0;59.0;0.3349250731430815;54.99740136327752;891.701673617081;55.3323264364206;892.0365986902241;0.850502311
753;1/12/15 12:00 AM;"Quarter2";"finishing ";"Monday";14;0.8;3.94;1186.417033773862;1440.0;2.36;0.0;0.0;0.0;0.0;8.0;0.10317965236253146;52.17272861837357;874.9291501573565;52.2759082707361;875.032329809719;0.22013257575
